"","city","df_n","id","prov","intercept","slope","CI_lower","CI_upper","variance","r.squared"
"1","ARBORG",36,"8","MB",28.8689598689222,-0.0249385749385561,-0.142874875370062,0.09299772549295,0.00459613571441638,0.962359943101334
"2","BERENS RIVER",31,"9","MB",47.1892923604301,-0.00983370713783917,-0.193198594933156,0.173531180657477,0.011695724880527,0.962359943101334
"3","BIRTLE",19,"1","MB",-0.95725012932113,0.0160053797028537,-0.301074475336081,0.333085234741789,0.0352727432403949,0.962359943101334
"4","BRANDON",33,"2","MB",135.043720878277,-0.0524390340484857,-0.217178766933819,0.112300698836848,0.00952135263376327,0.962359943101334
"5","BROCHET",21,"19","MB",-162.410801393754,0.0923253345204505,-0.170237326827868,0.354887995868769,0.0241497305133794,0.962359943101334
"6","CHURCHILL",38,"20","MB",-77.3249042564833,0.049645873330065,-0.107736256449671,0.207028003109801,0.00868985983252004,0.962359943101334
"7","CYPRESS RIVER",38,"3","MB",95.8117737170369,-0.0318072397019954,-0.189189369481731,0.125574890077741,0.00868985983252003,0.962359943101334
"8","DAUPHIN",38,"15","MB",76.8157457052189,-0.0227471674840282,-0.180374141892824,0.134879806924768,0.00868985983252002,0.962359943101334
"9","FLIN FLON",38,"17","MB",61.7716708611445,-0.0159739975529637,-0.174365629530053,0.142417634424126,0.00868985983252004,0.962359943101334
"10","GILLAM",38,"21","MB",-33.2284385600175,0.027969541127417,-0.129657433281379,0.185596515536213,0.00868985983252002,0.962359943101334
"11","GIMLI",36,"10","MB",147.281096520515,-0.058672968944522,-0.216685022460735,0.0993390845716915,0.00875956156744855,0.962359943101334
"12","GRAND RAPIDS",38,"11","MB",117.994977568661,-0.0443687891056497,-0.201995763514446,0.113258185303147,0.00868985983252002,0.962359943101334
"13","GREAT FALLS",36,"12","MB",149.750332136004,-0.0594338110280829,-0.217252657589786,0.0983850355336199,0.00873815340912369,0.962359943101334
"14","INDIAN BAY",38,"13","MB",89.4745376955903,-0.029399974136835,-0.187160816648678,0.128360868375008,0.00868985983252001,0.962359943101334
"15","LYNN LAKE",38,"22","MB",9.66667031403871,0.00698256224570132,-0.150399567534035,0.164364692025437,0.00868985983252004,0.962359943101334
"16","MINNEDOSA",29,"16","MB",144.954876847291,-0.056391474322528,-0.25656264124244,0.143779692597384,0.0138110482058818,0.962359943101334
"17","MORDEN EXP FARM",37,"5","MB",112.706171700323,-0.0394443141790457,-0.196828527038793,0.117939898680701,0.00869008986871456,0.962359943101334
"18","NORWAY HOUSE",38,"23","MB",-5.93010176168037,0.0159113290692048,-0.141470800710531,0.173293458848941,0.00868985983252003,0.962359943101334
"19","PIERSON",38,"4","MB",114.293128351023,-0.0406703538282675,-0.201859107608945,0.12051839995241,0.00868985983252003,0.962359943101334
"20","PINAWA",35,"14","MB",162.024537815128,-0.065985794809344,-0.233425336153665,0.101453746534977,0.00983598791544568,0.962359943101334
"21","SPRAGUE",38,"6","MB",109.77984462195,-0.0396089685563558,-0.196991098336092,0.11777316122338,0.00868985983252004,0.962359943101334
"22","THE PAS",38,"18","MB",73.4789911368864,-0.0221125247441228,-0.179494654523859,0.135269605035613,0.00868985983252003,0.962359943101334
"23","THOMPSON",38,"24","MB",26.0344676660467,-0.00148663569718087,-0.158868765476917,0.155895494082555,0.00868985983252002,0.962359943101334
"24","WINNIPEG",38,"7","MB",140.442433526644,-0.0542604621552178,-0.211642591934954,0.103121667624518,0.00868985983252003,0.962359943101334
